,0,1,2,3,4,Mean,Std
recall,0.8181818181818182,1.0,0.8181818181818182,1.0,0.8,0.8872727272727273,0.10317280697535348
precision,1.0,0.6470588235294118,0.6428571428571429,0.7857142857142857,0.6153846153846154,0.7382029734970911,0.16068403814439797
sensitivity,0.8181818181818182,1.0,0.8181818181818182,1.0,0.8,0.8872727272727273,0.10317280697535348
specificity,1.0,0.5714285714285714,0.6428571428571429,0.7857142857142857,0.6428571428571429,0.7285714285714285,0.17053337694733317
accuracy,0.92,0.76,0.72,0.88,0.7083333333333334,0.7976666666666667,0.09640481776803943
F1,0.9,0.7857142857142858,0.7200000000000001,0.88,0.6956521739130435,0.7962732919254659,0.09195529984231848
brier,0.14225119104950892,0.21611177912884738,0.21619411310923273,0.12476560348807517,0.24367684314974705,0.18859990598508225,0.05190094890651813
AUC,0.922077922077922,0.7207792207792207,0.7142857142857143,0.9545454545454546,0.7285714285714285,0.8080519480519481,0.119570124502896
