,0,1,2,3,4,Mean,Std
recall,0.6363636363636364,0.9090909090909091,0.36363636363636365,0.8181818181818182,0.6,0.6654545454545455,0.21148823307047776
precision,0.7777777777777778,0.625,0.8,0.8181818181818182,0.75,0.7541919191919192,0.07657921443886101
sensitivity,0.6363636363636364,0.9090909090909091,0.36363636363636365,0.8181818181818182,0.6,0.6654545454545455,0.21148823307047776
specificity,0.8571428571428571,0.5714285714285714,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8142857142857143,0.13923991921155662
accuracy,0.76,0.72,0.68,0.84,0.75,0.75,0.059160797830996134
F1,0.7000000000000001,0.7407407407407406,0.5000000000000001,0.8181818181818182,0.6666666666666665,0.6851178451178451,0.11793056065572383
brier,0.22859117109200205,0.2797903889987711,0.33880970084899076,0.14674895879763852,0.19652326626678018,0.2380926972008365,0.07423709897549181
AUC,0.7402597402597402,0.6688311688311688,0.6233766233766234,0.8441558441558441,0.7785714285714286,0.7310389610389609,0.08746538722193067
