,Coefficients
wavelet-HHL_firstorder_Median,-0.051056355062508094
wavelet-LHL_firstorder_Kurtosis,-0.009830282758100316
original_shape_Compactness2,-0.00517846951857664
original_shape_MinorAxis,0.01390878065557265
original_shape_SurfaceArea,0.15458622576504102
intercept(non-feature),0.4343434343434345
