,0,1,2,3,4,Mean,Std
recall,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.9,0.8527272727272728,0.07987593685995924
precision,0.75,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.6428571428571429,0.7230158730158729,0.10126436766816875
sensitivity,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.9,0.8527272727272728,0.07987593685995924
specificity,0.7857142857142857,0.6428571428571429,0.6428571428571429,0.9285714285714286,0.6428571428571429,0.7285714285714285,0.12777531299998798
accuracy,0.8,0.76,0.76,0.84,0.75,0.782,0.03768288736283353
F1,0.7826086956521738,0.7692307692307692,0.7692307692307692,0.7999999999999999,0.75,0.7742140468227424,0.01851601796337754
brier,0.18852800000000003,0.22551200000000002,0.24103600000000003,0.15328799999999998,0.188325,0.1993378,0.034577977994671716
AUC,0.7987012987012987,0.7142857142857143,0.6915584415584415,0.8474025974025975,0.7642857142857142,0.7632467532467533,0.06300140416664647
