3,logarithm_glrlm_GrayLevelNonUniformity,original_shape_SurfaceArea,wavelet-LHL_glcm_InverseVariance,original_shape_Maximum2DDiameterRow,original_shape_Compactness2,wavelet-LLH_firstorder_Skewness,wavelet-HHH_glszm_GrayLevelNonUniformity,wavelet-HHH_firstorder_Skewness
1234026,-0.5012611255011186,-0.6734908742359281,1.3999568368203426,-0.9653318617054529,-0.40377191681107805,-1.019032518017521,-0.5789144629623361,0.5021364930719263
1290264,-0.49763382735471995,-1.2270650196041135,0.37049322647288513,-1.4854278263070353,1.561622416522105,1.360095495388576,-0.47993243141934905,0.4083098920515685
1299628,0.1620848739168304,0.14673299209105506,0.6331106806195675,0.23569801383439073,0.5355501257716377,0.0789170077007073,0.08240026951994257,-0.2752132667042935
1313585,-0.2173329634909539,-0.6389177192263206,1.1964203656204964,0.28478818361854047,-0.13781306875415075,-0.9946771389239953,-0.4182479769795952,-0.16356569786782138
1319491,0.04239244574114284,0.004076571382144874,1.2239661340504582,0.184668284228408,1.2069256424964898,-0.07689813932905479,0.1577778903797037,0.09494531281010891
1319857,0.1366177395983201,-0.16424221039306572,1.2254271536571584,0.11897600683389564,-0.006590043558531955,0.6605937672353475,-0.5728894697379908,0.045742144584070506
1345116,-0.6337390982204434,0.05407063684418085,1.2467799236816153,0.022712730014008784,-1.3634672597370325,1.682109408254692,-0.21741486950162103,-0.13511663336017218
1347742,-1.0206188762283952,-1.0162413074222751,1.521064051919043,-0.6562102052569633,1.5553649861098489,1.3204213079724922,-0.629122739831679,-0.0314386532511157
1360543,-0.656471266887949,1.9735512158972843,1.204137413879964,0.7460492487137187,-1.5202203331554962,0.2537026698023042,-0.25507107715377886,-0.510711933606179
1361111,-0.018835459953137033,0.21924119587437324,0.5814448995531644,-0.13488557872286194,1.042775374706635,0.6086081037517329,-0.5789144629623361,0.6665282545522337
1404820,1.834102680457989,0.8993424240488651,0.34070774413332305,0.6131952638751882,0.05010669187474818,-0.6161213306484334,-0.2799821068312675,-0.2812521305999138
1412799,-1.1921725755331283,-0.19404359719960873,0.2685982904022937,-1.0054785997550197,-1.497788139793222,-1.5411858225217778,0.32727708550768947,0.9447605716232133
1422362,0.8727733281155127,0.692451262121518,0.4386784788230883,0.17436458532431776,-0.9634284463501916,0.8852058104498709,-0.5143609641299793,0.03207494121931609
1474840,-1.0738303561829023,0.3735809707113973,-0.11230820047894861,-0.45757437689273295,-1.5043201843024758,0.43751011677713686,0.26504804946371985,0.4282431546056889
1476232,-1.0412992236168248,-1.4798137395044708,0.7347695826007737,-2.153658240904958,1.8335833170201337,0.5116887119320964,-0.5487894968406098,0.10970572618788273
1487216,-0.3261634818573396,-0.0781216367466454,0.9298321024197626,0.08527628715285432,0.17254255444000158,0.08962941204901072,-0.4443562809521596,-0.7125549888541429
1494519,-0.9535815386586913,-0.9795567366223977,0.6133311112369562,0.012632786759840125,0.8340773658124291,1.453378327994608,-0.4566425416444932,-0.01102940940082516
1503424,-1.3074830362453902,-1.1646207891922333,-1.3090897968596629,-1.0707142814104993,0.7938040506595405,0.10499807301710391,0.23332283115157315,-0.9261772529315232
1506433,1.0756158947209231,1.3339469242839923,0.7021637587504259,1.2883226502119747,-0.1287089730488483,-0.34657947649270404,-0.5597440299758926,-0.19800724114089802
1513571,-0.6812541875145505,-0.24767414757228995,0.663126673462893,-0.4040127805692934,0.9871949382406398,0.8401225107367657,-0.22745652487573054,3.2507679471628905
1520407,-0.4819906650773409,0.40869601350391377,-0.2526205674713123,0.4043300873888587,-1.381397040077526,-0.39918936795454635,-0.21483272954815802,-0.8449170106882515
1571633,0.44149094903412067,0.4347207118417084,1.0735795947490492,0.5066673857905355,-0.736630360670014,-0.654174399985644,-0.4659458400058626,-0.005594914843738179
1584572,-0.14571535293525795,-0.1468018192854208,0.05948413294750033,0.17113575584382243,0.4158740249701623,0.6018393420172509,-0.20523669170800093,2.5718146141481633
1623338,0.8031554467250571,2.130762379374318,0.45769975362910253,1.5276271500223182,-0.7168536812934937,-0.39203835712520096,0.8457853679545044,-0.10393766936325653
1635671,-0.2975049769373399,-0.3229629539878076,0.8388690035124583,0.08758053680377687,0.537286364257904,-2.994708506505578,-0.34634972450260937,-0.8208007340434658
1649096,-0.855251838050051,0.3767856971874912,0.34255736258687236,0.7112457996026045,-1.7729831347915235,-0.21030516116861936,0.006070344286259729,-0.22783652861489934
1658208,2.2658138250331366,1.2989643575515586,0.6339830696868161,1.5196455118837868,0.5351988157080824,0.37126696748346666,-0.3954260329484591,-0.3851459545809554
