0,original_shape_SurfaceArea,wavelet-HHL_firstorder_Median,original_shape_MinorAxis,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Skewness
1520407,0.3408188552253494,1.9068934226993586,0.565723685034522,-0.5069640853762473,0.8485478649843983
1530123,-1.2108534064546688,2.5176060514614873,-0.9635203112254774,-0.050059219263699134,0.19712685552085796
1584572,0.4418640700951686,-0.39025132053890027,0.3183186487681979,1.0602295540575541,-0.3585070762658147
1623338,2.117816965534074,1.9936361880700448,1.7448992137417356,-0.4746159386698747,-0.10398165796785631
1639329,0.013268692195224422,-0.12797240371421148,-0.11582901757429807,-1.0455558476978257,-0.2911803288104234
1649096,0.31401034497923636,-0.3457362857051554,0.8369872127248902,-0.15358171012875685,0.1616549167133456
1665919,-0.6514245089637725,0.7990273985752233,-0.07411237383287177,0.6013772119455404,0.012578552216127262
1733323,-0.15792999593593784,0.11699180487562738,-0.15400543147374948,-0.4897326711138117,0.20947475197580942
1734265,1.0900448278159685,-0.7153003979129977,0.5752833484818329,-0.49955225105613654,0.5340232543388745
1738377,1.023731679408613,0.12954911149796908,1.237844020584693,1.5986144568521052,-0.3035945453649424
1746937,0.34565380904192755,-0.5767917083988746,-0.6498347228859942,-0.9671213030103146,0.26398464057221344
1748605,0.48156820634825176,0.0050329871710510414,0.5339327520711759,-0.5999994630116369,-0.006256750993576912
1749834,-0.07339443756581981,-0.16564834179619714,0.03165078874526775,-0.5937349933836885,0.49783930585243835
1763425,-0.5274062460354179,0.17756347725055982,-0.1894028032211029,-0.07701591546195251,-1.6612058097251516
1785582,0.5156982619457156,0.5823969022750424,1.0603076951884574,-0.19942764107569555,0.2879699594260228
1786828,-0.20289986378274255,0.43721010454119597,-0.5311205601913239,0.37167064872634364,-0.18993523501274717
1823737,3.798619971544849,-0.22129455609160142,3.109754424708215,-1.0503103773011504,-0.15484278875043614
1852075,-0.3921105208158529,0.4861344700678939,-0.8120710513703562,-0.9981890685842459,-0.5234283353025493
1862840,0.2622294097960701,-0.42255818355027475,0.2114738222547943,-0.9148045961526666,0.169114122120683
1866875,0.855707397205379,0.5963172436581419,1.2501355270367633,-0.057280564396172295,0.936638789246958
1882825,0.564592916543702,-0.20707308697749977,0.2541010908790879,-0.12151452027367406,0.6545807199366452
1887594,0.07488040511969005,0.24166748477013728,-0.05937419386624582,-0.24793014377110123,0.09171583344794834
1899144,-1.1835549488005885,0.6845666925334163,-1.0204872590202272,-0.45252458023330433,1.3008794514101734
1900711,0.31130267194829775,0.09269339111491043,1.0413187461308802,-0.08410021212588986,1.1656037980539422
1914087,1.829822946518068,0.07665703923477268,1.8059662257585072,-0.6723939884168517,-0.14132690226221478
1916533,-0.8500023318068115,-0.6966576580986478,-0.7903534865948876,-0.4771317879912542,-0.25353074414296567
1917045,-0.1670074646484917,0.8078715950210749,0.02502340486406623,-0.5315693313320231,-0.8288340777240343
1917576,-0.1730728318135179,0.049751913931962016,-0.28289008240543506,-0.4755873977021247,0.6145568895872939
1946620,-0.8360555522865791,0.19984885281520579,-1.0484809315200034,-0.5437377126900935,0.03655934584598353
1946686,-0.11737509093340359,-0.297960589382112,-0.0487108714024854,-0.45781669395057195,-0.38178793672216477
1972723,-0.9302005898698849,-0.0633079563495076,-0.7444429386601602,-0.21777287808362153,-0.4864670613970633
2041926,-0.7057696412878166,0.1800987805609035,-0.47405027527549853,3.069707516666986,-4.080448255238522
2064742,0.409239049359796,0.16061443162555156,1.0795096223019163,-1.048308903850207,-0.12874811076894016
2069266,-0.49353255699879073,-0.5075709846240468,-0.3085090777712914,0.3677119003836843,0.22145623450439836
2078766,-0.664564940647425,-0.018733625248067192,-0.40858840136122665,3.12386033930043,0.29448335171521245
2087925,0.9399367129481621,-0.5093998397709105,0.6273259913474726,-1.0488224841746678,0.19464231318339031
2162482,1.7591392203677627,0.015550120487798972,1.6235901519562765,-0.6960794669344618,0.03072342377339467
2201121,-1.1251429348524502,1.021264674479578,-1.3776141694134325,-0.8609782956126084,0.1930906623363237
2215907,-0.4551441564291944,-3.4236236924080914,0.09515038273389893,-0.5133422300692446,-0.2081527612728491
2220159,-0.7218495706233108,0.28096453261966015,-0.7394958927704086,-0.1648727513841268,-0.9058862073517397
2252878,-1.0621343990398189,-1.1931081947882711,-0.9318728598389411,0.11452598915907133,0.44292166430762436
2305736,0.3891653888124442,0.9900037137451168,0.24198557725863715,-0.706254164308115,-0.362621519536168
2308926,0.5986276822571798,0.014463700614849051,0.991181072242013,-0.36736887473618657,-0.1373335833870644
2317237,-0.3999628231766881,-0.16631031146466566,-0.03609021133439069,-0.9249216917986978,-0.0470703877881406
2317910,-0.5446475436016066,0.6631237655604189,-0.6956845350320894,0.36956431166186277,-0.27609856974628694
2319190,-1.5784523893236502,-4.89650738106668,-1.4313779850463622,0.38004002292277295,-1.6034401818165647
2319401,0.13169341298910006,-0.29333302297336245,-0.006382085787959604,0.46232078285142897,2.4974583700951527
2367260,1.7788425601840083,0.2461698646925655,0.8871509196869151,0.32108236588792677,-0.7809454006852069
2382604,-0.4859488507888824,0.14279937275472737,-0.467697756682289,-0.6477657809292765,-0.344795309665645
2389902,0.5814365836576173,0.23191499731484308,0.9264444806825485,-0.36378264164954155,-0.6504832714020198
2394582,0.3552992542750725,0.02546159032457351,0.407776994692576,-0.4621659716745269,-0.19164659564842657
2424282,-0.35161526020001427,-0.5728673743961349,-0.511321803861213,0.02956918869987379,0.8184679712596608
2451112,0.3155720595544653,0.09165231543294783,0.12644727546735665,-0.6713368558323792,0.0931324384724793
2483988,-0.9921140778770915,-0.07969935275489064,-0.7925737147749413,0.9658083984564153,1.041223051531753
2578314,-0.39718613901240124,0.18335830646656512,-0.8624615006498669,-0.5396748646342556,-0.18785509120487034
2588525,0.5166646759589099,0.149986677693867,0.49770358665966036,0.1533094348285725,0.26186598845610454
2592990,0.8894774894469188,0.1351816446470056,-0.32823312008038547,1.2685084503452666,-0.8784954889553094
2610058,-0.6187397839031573,0.12765583610803127,-0.44405071325963685,0.3089810026632577,-1.0235524379135095
2628972,-0.20207705553651809,0.1919965511162197,-0.3853616192747312,2.0845815768454976,2.1521361060897597
2642645,-0.0813821199178785,0.10855401431582067,-0.0314989729759053,2.4668939509607672,1.5721016204550124
2685459,-1.0651537816038565,0.18588597817165003,-0.3043114514860964,-0.36683949745190125,0.8509692606835352
2693184,-0.39519003276846637,-0.7052026278364603,-0.6454153066783571,0.5871762593527711,0.363615188628277
2712262,0.760991530540258,-0.04703368017950628,0.6376175878535948,0.002344747234213764,-0.4545950589033762
2722506,0.8612372729590924,-0.7960976508070902,0.20485652337590884,0.7057869600732839,0.3566592200275128
2832556,0.9792560682986167,0.21412227677973075,0.38646072532930903,0.13966729610843256,0.6593056372777889
2845748,-1.501683583421389,0.18673553890509448,-1.814159580920112,-0.2478046915062668,0.4952375857438103
2872625,-0.7905911444062578,-0.0597030737975042,-0.21442827993852362,4.028205558337222,-4.29985181869524
2885862,-1.2922876107832826,0.12849955522305004,-1.5993965219036597,-1.003158513744472,-0.06612846691921488
2916823,-1.6329984433313236,1.0405971901859736,-2.1078298979846646,-0.8530694684566328,-0.4361750664646691
2935369,-0.7919510567059088,0.1644234998905976,0.31836853414277644,0.44287052396552984,-0.08060955977608261
2944076,1.8518630308973911,-0.15555656858778052,1.799608781146527,0.7673926428648243,-0.5070442629334351
2945181,-0.9731837150237147,-1.2053442026561476,-1.3433507026154219,0.17283867171466435,-0.9850691693063721
2947334,0.824189831631962,-0.04091279245038423,0.877984104746728,0.2075904077727091,-0.008936487001313557
3014537,1.4224529425230636,0.8278534263415894,1.4394238663399161,-0.3231900670096914,-0.08459564490697781
3029304,1.428171489487285,0.09359437412469941,1.5025481983739972,1.1514921097072126,-0.11008630072307693
3067890,0.676468120846933,-0.15087543289255395,0.46369295596385984,0.3839692000015017,0.09426634616842448
3093550,-0.3079952386674069,-0.5155851978690034,-0.7918176524638504,-0.7703711471598051,0.10136792664714887
3100166,0.8408113174149003,-0.5002396906275657,1.1536289566551683,1.716422953240205,1.386558721367476
3105376,-1.4029019199877788,0.15578731151473957,-0.647574263508414,0.7570333040810245,2.8025491414123596
3113885,1.4574598774895275,-0.7629315558931633,2.0602554659019408,0.17450704640843068,0.4456560154279715
