2,logarithm_glrlm_GrayLevelNonUniformity,wavelet-HHH_firstorder_TotalEnergy,original_shape_Compactness2
1299628,0.3535511668936578,0.6199696166328192,0.550123138506224
1313585,-0.04009212765045434,-0.41508592267995004,-0.09772431024031523
1319491,0.229371128124359,0.5472005838838939,1.1960582285097616
1319857,0.32712919705632154,-0.7143152353299665,0.02852628198228752
1340213,-0.6805607458298875,-0.6907754533363814,0.31415605131645147
1347742,-0.8734955208889007,-0.6372569341400165,1.5312941630514558
1360543,-0.4956949788256281,-0.40693252530565205,-1.4277480279782688
1361111,0.1658476135732267,-0.6325633409740575,1.0381281054153282
1363165,-0.9015106124895508,-0.7355240405685471,0.9362722643219947
1412799,-1.051481257792897,0.07498805470288174,-1.4061658575274871
1474840,-0.9287020510298328,0.06864649533265062,-1.4124503833299393
1475214,-0.41217146287187295,-0.3679217489494244,0.8823808609230158
1476232,-0.8949512334982919,-0.6401238170768099,1.798969969124705
1482287,-0.5448415862704102,-0.75562757009778,1.9455187406147336
1487216,-0.15300301262459515,-0.37104621014479683,0.20087100997475998
1494519,-0.8039447622880541,-0.45933183816744877,0.8373382883897471
1503424,-1.1711150366375889,-0.04811670089437452,0.7985910496239893
1505342,-1.3039814327277526,-0.11818397540860515,-1.7641343249083918
1506433,1.3013330718099476,0.0702491632176002,-0.08896519595581949
1513571,-0.5214070818478054,0.2769582858470121,0.9846537779536494
1516688,-1.0452336892133482,-0.6872184080983729,-0.3678564128086095
1530123,-0.5307497089877231,0.4284276478360024,0.3040185512718894
1571633,0.6434329728631557,-0.14216531351430797,-0.6738506236278613
1635671,-0.1232700185975044,-0.20188141082770944,0.5517935857223585
1639329,1.1100306231729413,-0.36691980485632225,0.09071548503159167
1649096,-0.7019284006863705,-0.38779748737014175,-1.6709328909306447
1658208,2.536154917953523,0.551154467368031,0.5497851406319065
1665919,-0.6352371959110242,0.8405496826841278,0.8464456098495087
1733323,0.49014953995541094,-0.8626298418483949,-0.648900751506326
1734265,0.1519337466347998,-0.37143891739645807,-0.4043968310054341
1738377,1.3019478225989953,-0.8120367966537145,0.9815140047865963
1746937,-0.6009603266041742,-0.8559015876033139,-1.0628555971507103
1749834,0.005779151969677345,-0.8269007776785339,-0.27780127566095997
1752507,0.03790607209586759,-0.8156403935875711,1.1152738066010393
1763425,-0.30999817250556544,-0.8191997344123501,0.8277596193891303
1785582,-0.3858687544560663,0.44958158459723113,0.8966725917390967
1786828,0.5568733439459979,-0.839263739738937,0.8892862493598226
1823737,3.0826831028170427,1.6853262708302983,0.6968372356588707
1852075,-0.8065223757580708,-0.6951523130504821,-1.1877159398240502
1862840,0.10441861680539405,0.7787555166794822,0.8454700488492138
1866875,0.5023440238537757,0.35923700225612687,-0.2906005246527569
1875022,0.2786717010922298,-0.2525639640768861,0.3193459157897783
1882825,-0.00018823791091384162,-0.8860547150210372,-1.1050794812582991
1887594,0.38269221457694474,-0.8315742982303449,-1.2393207532860149
1899144,-1.2854675860817057,1.246047259531976,-1.5140813125265187
1900711,1.1600075394718325,-0.811048295703421,-1.1242649947273067
1914087,0.4935133750008886,0.03987648885478461,-1.2689118775031258
1916533,-0.7900325422722041,-0.717954684839038,-0.34642501363842354
1917045,-0.6772765755287684,-0.8010765883858791,-0.7383996891824839
1946620,-0.8719860579553909,-0.7017722870269782,1.0109712883262587
1964559,0.6482263946251674,-0.3708058195059347,1.0262253568086375
2041488,-0.3874564992380539,0.7700836026055068,1.1990138476187961
2043090,-0.28855458441278053,-0.6179806012012793,0.25930744065994027
2064742,-0.669560146024761,1.4812084118387228,-0.45169551643679545
2069266,-0.1457328509082414,-0.1736726062106537,1.5575990206592125
2078766,0.11571333711778439,-0.8560767869428664,0.6352248901071808
2088610,0.8085530135017128,3.8528551351917915,0.2096862658135456
2162482,2.8873293758317913,2.918098732581318,0.8474780439287535
2201121,-0.6545028577138972,0.24838988389843075,1.5200796166795314
2202690,2.0147264488214214,-0.8248375923275012,0.6449978613453934
2215907,-1.0045478363965021,-0.03203448422830837,-1.825797445518714
2220159,0.05263393090312587,-0.8177977217961825,0.6053415420953348
2252878,-1.1080900017445776,-0.22682295061752514,0.8252341083288219
2305736,0.432669993424572,0.010023251471997341,1.3245720494869369
2308926,0.037263831508915865,0.8482439403415853,0.20208929090351152
2317237,-0.6366231737538572,2.4959335592782894,0.8790256212357618
2317910,-0.4661651228706675,-0.019660258749032346,0.5275097364900773
2319190,-1.3032462726744667,0.5445698730256312,-0.26016931834322754
2319401,0.5764774239195419,-0.8711073800777682,-1.2901257812945417
2328060,1.4177681830749123,-0.792487036633803,-0.40935523980145483
2389902,3.202033307508158,-0.8235311116434855,1.2059025135656962
2424282,-0.4009679727315135,-0.8553523989634098,-1.2961057964766864
2471608,3.2185313121110823,-0.7857587180824684,-1.0821648299692643
2477547,1.0782947220568544,-0.8392484966325916,0.5756933193456458
2483988,0.2131423081604151,-0.883258152466364,-0.15620624041481415
2578314,-0.6787986307614228,-0.898266644204073,-0.789745080223823
2588525,1.4468001305113474,-0.8996291099798611,-1.5883182789443422
2594215,-0.024950602137688176,-0.9029944295299589,-1.4222117499266083
2642645,0.05547128790132005,-0.36948474098838513,0.5396297981777687
2693184,-0.9026322340502895,0.4573232754561678,0.5836462733337632
2712262,1.6260910590162276,1.9056994543748298,0.5911956384908992
2809900,-0.9005096265924863,1.515699334368745,-1.4306414281888742
2825428,-1.0953549188975786,-0.4865262185185361,-1.1273195375212206
2832556,-0.5711786797751108,1.2582443010328679,-1.2860024589737253
2847171,-0.1908260002597789,2.314926467463527,-0.8917060478397056
2872625,-0.4199764198378886,-0.33878049331688487,-0.18083322795222906
2885862,-1.0936655389096734,-0.03159084583562189,1.4474511373167556
2916823,-1.0962067130284865,-0.3591499396369627,1.0829533757628083
2935369,-0.6860239180880954,-0.8917499278903935,-0.9297939075549931
2945181,-0.4453278716679937,-0.47359731674985794,1.4032345156307118
2947334,0.05795452529584986,0.9761029393941573,-0.25678706132611007
3014537,0.6162147176916277,1.5672689333589185,-0.19796339614985173
3029304,0.35603707404312485,3.637003986088703,0.654421306229916
3062868,-0.728438232384935,-0.11800651132912411,-1.496468500358151
3067890,-0.533376596405694,0.20480528322229827,-1.3786550237519264
3093550,-0.17959434808128993,0.7664417403443196,-0.12642360522083185
3100166,-1.072569649909487,1.0052852137219226,-1.8218920137645713
3105376,0.6273010268059288,-0.9017010311040504,-0.6259120888144896
3113885,0.5215454989027174,0.32573055884223096,-0.8754079887338787
