4,original_shape_SurfaceArea,original_shape_Compactness2,original_shape_Maximum2DDiameterRow,logarithm_glrlm_GrayLevelNonUniformity,exponential_glszm_SmallAreaEmphasis,exponential_glszm_SmallAreaLowGrayLevelEmphasis,exponential_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_LongRunLowGrayLevelEmphasis,wavelet-LHL_firstorder_Skewness,wavelet-HLL_glcm_Imc1,wavelet-LLH_firstorder_Skewness,wavelet-HHH_firstorder_Skewness,wavelet-HHH_glszm_SizeZoneNonUniformity,wavelet-HHL_glszm_GrayLevelNonUniformity,wavelet-HHL_glszm_SizeZoneNonUniformityNormalized
1234026,-0.6508335946137315,-0.23551959220860974,-0.9626070210545279,-0.4659713222607022,1.1862565078382805,1.1246827303374167,0.02885041396543689,-0.030495628169930403,-0.3845841439999839,0.05259628210241652,-0.33714717801664784,-1.1049088575008972,0.7216768452738451,-0.5519935099669311,-0.4620614251654708,-1.1463483812274575
1290264,-1.2218656297733568,1.797959511435225,-1.492761147408707,-0.46209208789069395,-0.9352751401083674,-0.814187363588737,-0.38191291549106726,-0.40860250155722866,0.5944326519571469,-0.42312300043524087,0.039277359166705515,1.2706270829035837,0.6235400179863576,-0.5193416030783792,-0.5100270745004912,-0.7005151446544787
1299628,0.1952574079992523,0.7363422437541526,0.2616496310420899,0.24344778151617893,0.2749268620282743,0.23841014560479212,-0.12214065224615164,-0.4518886150315287,-0.4405631659610475,1.0425892049266003,1.2208986690049197,-0.008617046216800294,-0.0913829723846526,0.14095251400444292,0.015002330380410822,0.21395673184766648
1313585,-0.615170117133412,0.03965254540295455,0.31168915806366726,-0.1623227551373502,-0.9202422341572096,-0.8004519524066785,-0.37900212997255167,-0.39469219280307105,-0.4373438877934992,0.20418761049871312,0.6918231740493479,-1.0805902508295333,0.025393486112393646,-0.3742220169063178,-0.5460013115015767,-1.3481322314125743
1319491,0.048102077629160245,1.4309754075949828,0.2096330349547234,0.1154420421286182,0.6846183559622033,0.5938964784958723,-0.021214551132117825,-0.435360459498639,-0.44029281904621004,0.5075056710034683,0.9192816587715641,-0.1641969392460485,0.29578003034316447,0.1198442105617466,-0.3911556826710676,0.06552997966091802
1319857,-0.12552491943509106,0.17542137058302762,0.14267033133716464,0.21621181172084472,0.6127526334703484,0.6005554745470147,-0.08218926794842477,-0.35657356864877354,-0.03245462569582071,-2.653439208588595,0.14072699869046135,0.5721814817255009,0.24431655655550974,-0.5367559534188894,-0.5716971950735751,-1.0448443153785378
1340213,0.013215474199937008,0.4825852225400876,0.08992616623617526,-0.8225227344343176,1.0150510182841694,-0.37081993291472276,2.9732925913132813,-0.3426676801272543,-0.3027376062156851,0.31792786717201765,-1.522421196607564,-0.1794139619591848,0.2313384895479957,-0.5138996185968269,-0.6539240225048333,0.4242934797153623
1345116,0.09967278985543727,-1.228460496029462,0.044545414214355754,-0.6076506340515115,0.3535387111457235,0.9233491255884387,-0.15477967787786986,-0.47861021864437364,-0.2687836865207356,0.348071247166312,-0.8104530328667109,1.5921548102950078,0.05514944976999212,-0.5138996185968269,-0.15028470448963605,-1.2723875429096296
1347742,-1.0043932379819516,1.791485312456413,-0.6475072455022468,-1.0214013849788164,-0.9757410531145463,-0.8511711231868836,-0.38974767851197295,-0.3996136823671549,-0.3309489401835975,0.4536902212144258,-0.951232561514236,1.2310127966683846,0.1635902108849601,-0.5519935099669311,-0.7498553211741549,0.4242934797153623
1361111,0.27005227968643825,1.26113868132229,-0.11610069606126641,0.04996151458811227,-0.9953824079625151,-0.8691219694515891,-0.3935505357350957,-0.01763648532125946,-0.28653537607700685,2.6007461430497734,0.5380382120086273,0.5202743076284256,0.8936204703059227,-0.532946564281879,-0.6128106087892041,-0.24349642714460928
1363165,-0.549400478823773,1.1516037663605658,-0.24559413559898768,-1.0502795569450345,-0.9953818502311034,-0.8691199306037549,-0.39355050873861613,-0.44769178622095057,-0.22523898786962812,0.4677694326786412,-2.8907449305161768,0.749744804075498,0.04712290287706321,-0.5519935099669311,-0.6299411978376829,0.4242934797153623
1404820,0.9716016415713589,0.2340821822039052,0.6464473191952641,2.0315966131307657,-0.259079523241647,-0.19621379485297943,-0.2509902272816752,2.245889497897337,-0.2903695335636195,0.3423748873809247,0.4590637599623114,-0.7026059965396542,-0.09769925088874695,-0.4640845298821631,-0.256091283904297,-1.4552231647171774
1412799,-0.15626614299314034,-1.3674344912958905,-1.0035301588699552,-1.2048704519772766,0.560478388641363,-0.6322449433209535,6.50818767987447,-0.42138250910447467,-0.4434498752119863,0.4265571641356557,-0.3648883937359552,-1.6262738005646409,1.184634282479165,0.2366529978572854,0.11813844852067742,-0.5752674925556549
1422362,0.7581858196071014,-0.8145636235941873,0.19913007230455357,1.0034975393870247,-0.9953822322066879,-0.8691213269570476,-0.39355052722779543,-0.10357168574874896,-0.14369264668734075,-0.035893701871199696,-0.3653357156016448,0.7964543994908168,0.23002150630831114,-0.48668969618944635,-0.3329231384950365,-1.1633869023990506
1474840,0.4292594183663822,-1.374192817494538,-0.4450299889641237,-1.0783087009995518,-0.9953823406231191,-0.8691217232851035,-0.3935505324755938,-0.4719900995270257,-0.4277646497095148,0.8704499604137965,0.28383420759831,0.34943464910701877,0.6443889789769132,-0.1675382370627878,0.4740423763651277,-1.1113453498060735
1475214,-0.5723564607820891,1.093649404341543,-0.059957790262788246,-0.5458649966109047,0.29770722864776517,0.3126347173829072,-0.14318720435722723,-0.3936870427556766,-0.4206028675706195,-0.644069906229646,-0.33363889542279895,-0.9084115089751967,0.037059965649735085,-0.4424735722778815,-0.31651048925354547,1.2258001764902358
1476232,-1.4825852047684966,2.0793416233053668,-2.173914503262633,-1.0435180986138837,-0.9953813228358864,-0.8691180026531802,-0.39355048321053243,-0.48009431860812035,-0.3365311535894296,-0.25897809714782777,-0.08140417286996837,0.4235012473759543,0.3112185107164673,-0.5012016548069191,-0.4980356621665562,0.8333147976724935
1482287,-1.439294423920254,2.2369389397734163,-1.851281343410188,-0.6826223805558299,-0.9953815162510335,-0.8691187097032858,-0.393550492572616,-0.40603152582754914,-0.2741802768107962,0.6405637101952806,0.9513947942030129,-0.8841784183053044,-0.36061160742191656,-0.5519935099669311,-0.6299411978376829,-0.6664300348271719
1487216,-0.03668838895420765,0.36075944174439273,0.10831889109945886,-0.2787121640895401,0.8519200512097912,0.8191310897938967,-0.035882545749619986,-0.2545960340773074,-0.4099540031421066,0.20429145847484043,-0.7108141929938856,0.0020791842483723717,-0.5488153911815326,-0.46564735619456793,-0.5922539019317494,2.360884209623021
1503424,-1.1574521157492212,1.0035425458955185,-1.0700274366207523,-1.3281898716562532,0.23400780307634403,-0.03151220127138222,0.16233764031204945,-0.4644292772568687,-0.4403174640398672,0.5346551174793354,0.497985974172913,0.017424641188845614,-0.7722510800644243,-0.02011653612184626,0.7028186301044514,-0.08698316772368983
1505342,-1.2900765079303984,-1.7523907708048563,-0.40397452066301326,-1.465149575001802,1.4290770876920547,-0.04296767392933732,1.9699476417533857,-0.489384184974496,-0.38370736879293044,-1.0186132862128425,-6.619083496287273,0.4254919102546505,-2.516565023283234,0.07259544160777139,0.7967921471699799,-1.3433055186498888
