0,original_shape_SurfaceArea,original_shape_MinorAxis,wavelet-LHL_firstorder_Skewness,wavelet-LHL_firstorder_Kurtosis,wavelet-HHL_firstorder_Median,wavelet-LLL_glcm_Imc1
1520407,0.3408188552253494,0.565723685034522,0.8485478649843983,-0.5069640853762473,1.9068934226993586,-1.0495370525330345
1530123,-1.2108534064546688,-0.9635203112254774,0.19712685552085796,-0.050059219263699134,2.5176060514614873,0.21300519468573714
1584572,0.4418640700951686,0.3183186487681979,-0.3585070762658147,1.0602295540575541,-0.39025132053890027,-0.554898484321777
1623338,2.117816965534074,1.7448992137417356,-0.10398165796785631,-0.4746159386698747,1.9936361880700448,0.5172259816068518
1639329,0.013268692195224422,-0.11582901757429807,-0.2911803288104234,-1.0455558476978257,-0.12797240371421148,0.9014487116298279
1649096,0.31401034497923636,0.8369872127248902,0.1616549167133456,-0.15358171012875685,-0.3457362857051554,-1.348610684674278
1665919,-0.6514245089637725,-0.07411237383287177,0.012578552216127262,0.6013772119455404,0.7990273985752233,-0.8671781045606596
1733323,-0.15792999593593784,-0.15400543147374948,0.20947475197580942,-0.4897326711138117,0.11699180487562738,0.6282481035832247
1734265,1.0900448278159685,0.5752833484818329,0.5340232543388745,-0.49955225105613654,-0.7153003979129977,0.5555403802516585
1738377,1.023731679408613,1.237844020584693,-0.3035945453649424,1.5986144568521052,0.12954911149796908,0.3338640646504227
1746937,0.34565380904192755,-0.6498347228859942,0.26398464057221344,-0.9671213030103146,-0.5767917083988746,0.2543117647627839
1748605,0.48156820634825176,0.5339327520711759,-0.006256750993576912,-0.5999994630116369,0.0050329871710510414,0.3572785291184804
1749834,-0.07339443756581981,0.03165078874526775,0.49783930585243835,-0.5937349933836885,-0.16564834179619714,0.4007027238911808
1763425,-0.5274062460354179,-0.1894028032211029,-1.6612058097251516,-0.07701591546195251,0.17756347725055982,-0.7041982310603198
1785582,0.5156982619457156,1.0603076951884574,0.2879699594260228,-0.19942764107569555,0.5823969022750424,0.8775611032092397
1786828,-0.20289986378274255,-0.5311205601913239,-0.18993523501274717,0.37167064872634364,0.43721010454119597,0.9403968516871246
1823737,3.798619971544849,3.109754424708215,-0.15484278875043614,-1.0503103773011504,-0.22129455609160142,1.2836994611922792
1852075,-0.3921105208158529,-0.8120710513703562,-0.5234283353025493,-0.9981890685842459,0.4861344700678939,-0.7206213079299991
1862840,0.2622294097960701,0.2114738222547943,0.169114122120683,-0.9148045961526666,-0.42255818355027475,1.1674527008887856
1866875,0.855707397205379,1.2501355270367633,0.936638789246958,-0.057280564396172295,0.5963172436581419,0.34640252765782575
1882825,0.564592916543702,0.2541010908790879,0.6545807199366452,-0.12151452027367406,-0.20707308697749977,0.4956889325634017
1887594,0.07488040511969005,-0.05937419386624582,0.09171583344794834,-0.24793014377110123,0.24166748477013728,0.261291218347186
1899144,-1.1835549488005885,-1.0204872590202272,1.3008794514101734,-0.45252458023330433,0.6845666925334163,-2.6609238769606813
1900711,0.31130267194829775,1.0413187461308802,1.1656037980539422,-0.08410021212588986,0.09269339111491043,-0.4133928233756298
1914087,1.829822946518068,1.8059662257585072,-0.14132690226221478,-0.6723939884168517,0.07665703923477268,1.009235641134564
1916533,-0.8500023318068115,-0.7903534865948876,-0.25353074414296567,-0.4771317879912542,-0.6966576580986478,0.07992928798756585
1917045,-0.1670074646484917,0.02502340486406623,-0.8288340777240343,-0.5315693313320231,0.8078715950210749,0.1340231790305543
1917576,-0.1730728318135179,-0.28289008240543506,0.6145568895872939,-0.4755873977021247,0.049751913931962016,0.3496139273045657
1946620,-0.8360555522865791,-1.0484809315200034,0.03655934584598353,-0.5437377126900935,0.19984885281520579,-0.34167806020371083
1946686,-0.11737509093340359,-0.0487108714024854,-0.38178793672216477,-0.45781669395057195,-0.297960589382112,0.6806559568237615
1972723,-0.9302005898698849,-0.7444429386601602,-0.4864670613970633,-0.21777287808362153,-0.0633079563495076,-0.7339306350208261
2041926,-0.7057696412878166,-0.47405027527549853,-4.080448255238522,3.069707516666986,0.1800987805609035,-1.291544994520565
2064742,0.409239049359796,1.0795096223019163,-0.12874811076894016,-1.048308903850207,0.16061443162555156,0.7068147409451271
2069266,-0.49353255699879073,-0.3085090777712914,0.22145623450439836,0.3677119003836843,-0.5075709846240468,0.9931710303419606
2078766,-0.664564940647425,-0.40858840136122665,0.29448335171521245,3.12386033930043,-0.018733625248067192,-1.5204237061474082
2087925,0.9399367129481621,0.6273259913474726,0.19464231318339031,-1.0488224841746678,-0.5093998397709105,1.2562606325064742
2162482,1.7591392203677627,1.6235901519562765,0.03072342377339467,-0.6960794669344618,0.015550120487798972,1.4611305916751487
2201121,-1.1251429348524502,-1.3776141694134325,0.1930906623363237,-0.8609782956126084,1.021264674479578,-0.37288785593213475
2215907,-0.4551441564291944,0.09515038273389893,-0.2081527612728491,-0.5133422300692446,-3.4236236924080914,-2.2047293337902607
2220159,-0.7218495706233108,-0.7394958927704086,-0.9058862073517397,-0.1648727513841268,0.28096453261966015,0.225099037908671
2252878,-1.0621343990398189,-0.9318728598389411,0.44292166430762436,0.11452598915907133,-1.1931081947882711,-0.7662589611525368
2305736,0.3891653888124442,0.24198557725863715,-0.362621519536168,-0.706254164308115,0.9900037137451168,1.1315165607342574
2308926,0.5986276822571798,0.991181072242013,-0.1373335833870644,-0.36736887473618657,0.014463700614849051,0.4995295846787108
2317237,-0.3999628231766881,-0.03609021133439069,-0.0470703877881406,-0.9249216917986978,-0.16631031146466566,0.7325892509220541
2317910,-0.5446475436016066,-0.6956845350320894,-0.27609856974628694,0.36956431166186277,0.6631237655604189,0.6346173832743648
2319190,-1.5784523893236502,-1.4313779850463622,-1.6034401818165647,0.38004002292277295,-4.89650738106668,-1.6525382727637268
2319401,0.13169341298910006,-0.006382085787959604,2.4974583700951527,0.46232078285142897,-0.29333302297336245,0.3610068391188716
2367260,1.7788425601840083,0.8871509196869151,-0.7809454006852069,0.32108236588792677,0.2461698646925655,-0.01186187452674524
2382604,-0.4859488507888824,-0.467697756682289,-0.344795309665645,-0.6477657809292765,0.14279937275472737,-0.014718536652668082
2389902,0.5814365836576173,0.9264444806825485,-0.6504832714020198,-0.36378264164954155,0.23191499731484308,0.747371534686515
2394582,0.3552992542750725,0.407776994692576,-0.19164659564842657,-0.4621659716745269,0.02546159032457351,0.6421166503885771
2424282,-0.35161526020001427,-0.511321803861213,0.8184679712596608,0.02956918869987379,-0.5728673743961349,1.0923751383081528
2451112,0.3155720595544653,0.12644727546735665,0.0931324384724793,-0.6713368558323792,0.09165231543294783,0.6769854127861199
2483988,-0.9921140778770915,-0.7925737147749413,1.041223051531753,0.9658083984564153,-0.07969935275489064,0.1444990327353843
2578314,-0.39718613901240124,-0.8624615006498669,-0.18785509120487034,-0.5396748646342556,0.18335830646656512,0.23182225934265452
2588525,0.5166646759589099,0.49770358665966036,0.26186598845610454,0.1533094348285725,0.149986677693867,0.4680725754217964
2592990,0.8894774894469188,-0.32823312008038547,-0.8784954889553094,1.2685084503452666,0.1351816446470056,-0.4842445255874079
2610058,-0.6187397839031573,-0.44405071325963685,-1.0235524379135095,0.3089810026632577,0.12765583610803127,0.5250462238525184
2628972,-0.20207705553651809,-0.3853616192747312,2.1521361060897597,2.0845815768454976,0.1919965511162197,0.7165862564171434
2642645,-0.0813821199178785,-0.0314989729759053,1.5721016204550124,2.4668939509607672,0.10855401431582067,0.8111859169900724
2685459,-1.0651537816038565,-0.3043114514860964,0.8509692606835352,-0.36683949745190125,0.18588597817165003,-0.3299439528275316
2693184,-0.39519003276846637,-0.6454153066783571,0.363615188628277,0.5871762593527711,-0.7052026278364603,-1.0619608973570023
2712262,0.760991530540258,0.6376175878535948,-0.4545950589033762,0.002344747234213764,-0.04703368017950628,0.8204178359000911
2722506,0.8612372729590924,0.20485652337590884,0.3566592200275128,0.7057869600732839,-0.7960976508070902,0.3412083498311353
2832556,0.9792560682986167,0.38646072532930903,0.6593056372777889,0.13966729610843256,0.21412227677973075,-0.6754831482370526
2845748,-1.501683583421389,-1.814159580920112,0.4952375857438103,-0.2478046915062668,0.18673553890509448,-0.026646033880144426
2872625,-0.7905911444062578,-0.21442827993852362,-4.29985181869524,4.028205558337222,-0.0597030737975042,0.06212195192916992
2885862,-1.2922876107832826,-1.5993965219036597,-0.06612846691921488,-1.003158513744472,0.12849955522305004,-1.168624820565047
2916823,-1.6329984433313236,-2.1078298979846646,-0.4361750664646691,-0.8530694684566328,1.0405971901859736,-0.1016220735921323
2935369,-0.7919510567059088,0.31836853414277644,-0.08060955977608261,0.44287052396552984,0.1644234998905976,-2.5741501536769764
2944076,1.8518630308973911,1.799608781146527,-0.5070442629334351,0.7673926428648243,-0.15555656858778052,0.6393952356915086
2945181,-0.9731837150237147,-1.3433507026154219,-0.9850691693063721,0.17283867171466435,-1.2053442026561476,-0.28618043461332016
2947334,0.824189831631962,0.877984104746728,-0.008936487001313557,0.2075904077727091,-0.04091279245038423,0.6319722256470276
3014537,1.4224529425230636,1.4394238663399161,-0.08459564490697781,-0.3231900670096914,0.8278534263415894,0.4145615150889897
3029304,1.428171489487285,1.5025481983739972,-0.11008630072307693,1.1514921097072126,0.09359437412469941,0.7681380821885738
3067890,0.676468120846933,0.46369295596385984,0.09426634616842448,0.3839692000015017,-0.15087543289255395,-0.8490514903280999
3093550,-0.3079952386674069,-0.7918176524638504,0.10136792664714887,-0.7703711471598051,-0.5155851978690034,0.5347959136372951
3100166,0.8408113174149003,1.1536289566551683,1.386558721367476,1.716422953240205,-0.5002396906275657,-1.9817767276531972
3105376,-1.4029019199877788,-0.647574263508414,2.8025491414123596,0.7570333040810245,0.15578731151473957,-0.6115510563819924
3113885,1.4574598774895275,2.0602554659019408,0.4456560154279715,0.17450704640843068,-0.7629315558931633,-0.06794491148013625
