4,original_shape_SurfaceArea,original_shape_Compactness2,original_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LHL_firstorder_Skewness,wavelet-HLL_firstorder_Skewness,wavelet-HLH_firstorder_Skewness,wavelet-HHL_firstorder_Median,wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,wavelet-HHL_glrlm_RunVariance
1234026,-1.074194496197648,-0.2224185467477504,0.049064724336049775,0.5759661008346086,0.6727718390728787,0.6742483488053872,0.37807355775258655,-0.4083333351821968,0.6795115922871897
1290264,-0.8455876505573776,0.6236298206515452,-0.09137500319773642,-0.5251128707643464,-0.08994792169072102,0.27546176823165636,-0.3543550843110696,-0.3178294456226554,0.05353762831073198
1299628,0.4613150552111898,-0.046774918734856494,-0.7310311381836393,0.3929790057596886,0.34659387310931256,0.024732244377634573,0.46221311519945657,0.05436997740267436,1.161882978571034
1313585,-0.34023922418212776,-0.5711804886295185,-0.7602357293223393,-0.3863243526287272,0.785785517313919,0.5225141175073279,-0.4764147192092293,0.1187241846303999,1.09000446001046
1319491,-0.024380337510292536,1.0759075214787934,-0.7664464035313941,-0.8740184212206048,-0.11976813123368316,-0.18335081926538957,-0.8381738907916451,0.5864720481688385,2.40199496760326
1319857,0.04378325507492672,-0.20199505127666795,-0.3122403084997707,0.13472672867153423,-0.09422297756163034,0.9333040543535656,-0.4312603952418281,-0.2885658571217441,-0.047320873780179865
1340213,-0.13961491585566074,0.5295877582557521,-0.23925811653398485,-0.12188662022249297,0.30095998359070963,-0.31147178145501353,-0.16649468115527635,-0.26938099676994703,-0.07900436848028085
1345116,-0.20929214752858896,-0.9501618968919021,0.12921204615681825,-0.02394131430707995,0.3916573756846436,-2.2174920723438922,-1.4595483367345086,-0.4000117140151426,-0.4973433737987637
1347742,-1.2652463485241598,1.817544540609478,0.4724766430452127,1.2232217586484184,-0.05742669127672591,-1.152394607208895,0.07279870110623965,-0.29586948258591783,0.9054385438344258
1361111,0.1667029531376955,1.6530174854675537,-0.4452794760532161,-1.7476073785363642,-4.830689489276914,-0.40357793734222713,0.14607366709185599,-0.05287218868583147,0.23480272272453717
1363165,-0.6833685535865648,0.9143410632732315,-0.3673204242318187,-3.0554764316912233,-0.22124606251787807,-0.2780122717122903,0.22292952730349289,-0.32057464147035114,0.21344151199539496
1404820,0.7664201251723587,0.619218893295742,0.2045006471069936,0.4063865385122969,0.3906636891683099,0.21303509990331124,-0.09724892485445027,0.8832763762227291,0.4929554122779298
1412799,-0.3377491740224434,-1.1983615636743359,-0.7946644639646989,0.2583973890261346,0.8189935792498929,0.2720716608069235,0.6558084967196102,-0.1719612047585557,0.532835623678264
1422362,0.43773974863827614,-0.6434258226912486,0.5687497627134093,2.2865512022366,0.20245172763991026,-0.6541391167019421,0.03346635583795405,-0.28662844487316075,-0.6307896581580069
1474840,0.4737819493844558,-1.4147815164139705,-0.529204697019024,0.8420925835104268,0.14843001889186,-0.3675129706169147,1.475515787227215,-0.4055421323702366,-1.7617136497168946
1475214,-0.7286472658169824,1.485443484076728,-0.44507148545677516,0.6470400799336371,-2.74498732781542,-0.5096762275715945,0.3144611052513035,-0.333556622626539,-0.5004756074237704
1476232,-1.5546341939178259,1.4347410407026737,-0.5535228791467216,1.1195452019059686,-0.49320673056097347,-1.7622928337767452,-1.2510606499552155,-0.4022470777740711,-1.3067113286960403
1482287,-1.5592071143604356,2.1077079657796047,-0.6968632769496251,-0.029078446230715215,-0.27556836277897584,-1.8091411101993997,0.33618640214564954,-0.415406801906623,-1.1201620861843617
1487216,-0.18877348976752387,0.4645198927845007,-0.590146788910715,-0.003132766398856286,0.15052814530921244,0.09360277319968806,0.6334673322003928,-0.3921351608411349,-1.1138956414527514
1503424,-1.4755802445655735,1.3330547968890836,0.19549860936371286,0.10630489220326297,-0.0028085245419608882,4.290320681393228,-0.45465492922826267,-0.3955502636492369,-0.2868436341625209
1505342,-1.3989571672154706,-1.682382520752304,-0.5845632795639724,-0.04906791546089193,-1.0729014862425805,2.2059064392189915,-0.2477238190205333,-0.4249458818716829,-0.3363485568864094
1506433,2.1706718006102554,0.0632476818897136,-0.5874083836443386,-0.19174542463902705,0.2651931823366307,0.24265278708717797,1.748313611525791,-0.2834084314320208,-1.2676742693598642
1516688,-1.7103390651325303,0.12091274142272151,-0.47857746538516993,0.6299137038022028,0.5114088934392034,0.2242939059296087,-3.926054001985328,-0.42861368720994014,-2.3287202593608107
1520407,0.25276880957268694,-1.2770907054606395,-0.5819259095310071,1.0338199074310406,0.46487017368522804,-0.6165843940651118,1.72675427603456,-0.41352053462528,-1.9492314940666118
1530123,-1.3583501802676579,0.633371608313379,-0.5430346939878954,0.3254242237275091,0.7287838131995878,-0.20399062391000364,2.3184349029459788,-0.36523062858961797,-1.8611681145489232
1571633,0.3781587678010734,-0.325508448371471,-0.5683737271138918,0.3490365214401357,-1.4439872176381439,0.5205378519411383,0.6908212146029639,-0.3260946804192914,-0.7853796866494975
1584572,0.3576852075322678,-0.17916740518754712,-0.37060793601210074,-0.27880663969067687,0.22166327618089599,0.24293144836541622,-0.49880317565992516,-0.3779217215449332,-1.1204096334593496
1623338,2.0978461955208187,-0.2470224395908502,-0.7398607569511965,-0.0020198841274897917,-0.7319462851482708,0.575750941863545,1.8107938248786506,0.07750037971082185,-1.2076458537338857
1635671,-0.4108981241789514,0.8640850281877565,-0.6866332916271591,-0.2993867813309082,-1.1790681119505209,0.48552419947773645,-1.184515822155036,-0.3905858029584353,-1.3177636023763113
1639329,-0.08733025697359688,0.4263903445122743,-0.351981486067833,-0.20559135095678427,0.3328716067126639,-0.23809759641397182,-0.24469781313118646,-0.237813198757276,-0.19459037508329924
1649096,0.2249332279144327,-1.50313196029622,-0.4669413125722831,0.2868498333121138,0.2946692986903885,0.23366216077806387,-0.4556753894033998,-0.40813900648558876,-1.8688703005692524
1658208,1.5170396396482324,0.17989579625077265,-0.5283152407722747,0.04006144083294356,0.3123210725911014,0.29119493005560604,1.0913907095766684,-0.26393441105365606,-0.9785260450688219
1733323,-0.2650878055845609,-0.5277450238845834,0.02645075455996825,0.3388520936064822,1.1531409924220128,-0.7731354224712417,-0.007367570258888669,-0.3677863057186181,0.35973242639009806
1734265,1.0306986739729256,-0.4833917420037131,-0.581448734180943,0.6917863018779897,0.3075742188312251,0.18124803317931967,-0.8137225547916682,-0.15713954138032635,0.7289110923426882
1738377,0.96184497637604,1.074882620612469,0.2459536138698325,-0.21909134143302694,-0.006893814966517004,0.2991994194193151,0.004798405528587618,0.050443761240488626,0.44330696255268126
1748605,0.3989104646128394,0.43682346201482075,0.8657370347830231,0.1042522521487402,0.15798944217417527,-0.1881255052053993,-0.1158373485603078,-0.29689067963931076,-0.09401750648589347
1749834,-0.17731357208799012,0.06381699115081578,0.45843685913672433,0.6524376278948596,1.4501392219307319,-1.8172729007708497,-0.2811996334865468,-0.3593662990193154,0.27533236898674734
1752507,-0.36693722371269605,1.5816269493000163,0.44000398971487187,0.35085676623237283,-0.038027804433121794,0.010913611511716189,0.16976781499712648,-0.2558916375008619,0.3127398620517838
1763425,-0.648719206061982,1.4837066224356732,-0.2533573475726781,-1.69544218957664,-1.4765184946166148,0.7031336946819893,0.051316470967696697,-0.1555426119793186,-0.17001705283027493
