0,original_shape_Compactness2,original_shape_LeastAxis,original_shape_Elongation,logarithm_glrlm_GrayLevelNonUniformity,exponential_firstorder_Minimum,exponential_firstorder_Kurtosis,exponential_glszm_SmallAreaEmphasis,exponential_glszm_SmallAreaLowGrayLevelEmphasis,squareroot_glrlm_LongRunLowGrayLevelEmphasis,wavelet-LHL_glcm_InverseVariance,wavelet-LHH_firstorder_Mean,wavelet-LHH_firstorder_Skewness,wavelet-LHH_firstorder_Kurtosis,wavelet-LHH_glcm_ClusterShade,wavelet-HLL_firstorder_Mean,wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,wavelet-LLH_firstorder_Skewness,wavelet-LLH_glcm_Imc1,wavelet-HLH_firstorder_Median,wavelet-HHH_firstorder_Skewness,wavelet-HHH_glcm_Autocorrelation,wavelet-HHL_firstorder_Kurtosis,wavelet-HHL_glcm_InverseVariance,wavelet-HHL_glcm_MaximumProbability,wavelet-HHL_glszm_GrayLevelNonUniformity
1734265,-0.39636699488923266,0.512394261798569,-0.5155520434980078,0.11937624478771239,0.15134810925077913,-0.3664532698710508,-0.9778232050076844,-0.8825829908239674,-0.40821430134376363,0.8566571907699437,-0.009179776571237126,-0.36565822473150705,-0.6470390904218054,-0.09489424894617002,0.588458201168404,-0.938470912884581,-0.9138200700967907,0.8851320698044338,0.5031719401393531,-0.008135991655465274,-0.2171338110834312,-0.19216230565911346,-0.13991130472161442,0.15585127937413773,-0.45326277163346673
1738377,1.0655963011862006,0.9597921135293881,1.0316241137205395,1.3091773383398195,-0.7212514293646729,-0.7221377890180634,-0.9778232464002466,-0.8825831485323303,-0.14421995644340857,-0.3899873840138447,-0.3204844966517608,-0.6001608711487207,-0.23659584420946592,-0.0980519667314453,0.345054192278961,0.8000546379481889,1.140485953154634,0.6209275465070859,-0.36131419521140656,0.05476387694921222,-0.8051043136441544,-0.6432504594990438,0.0053057967582889965,0.19688059464543556,-0.5409604131455635
1746937,-1.090958972397925,-0.5104981773873922,-1.326011736752558,-0.6595656920034346,-0.27937797214757887,-0.47754132160892254,-0.9778220257233605,-0.8825784976737351,-0.1227693554790446,0.06399037495193023,-0.1612458880453692,-0.4339032006800161,-0.6643254813889311,-0.09819488791695824,0.4175947026970317,-1.0920488839348204,-1.8535463070000215,0.1381450702019159,-0.3840859248257302,-0.06118649456757368,-0.8081188150442506,-0.8365801691407626,-0.9663324642912497,1.1058820664480775,-0.09542150419404626
1748605,0.0985298668238442,0.8309929691500242,-0.4945975934335871,0.4130697976250568,0.06355437617228661,-0.7119914803391643,-0.1453507632129914,-0.08964002393909722,-0.08362393655744234,0.000208105719182271,-0.24284473038246887,-0.1758741326621465,-0.6411540765830015,-0.0977964672790065,0.20291438878037352,-0.15559601598153583,0.39794746353015953,-0.4522092729995774,0.23306365748061747,-0.05881047280075177,-0.8047292236287962,-0.6553051112356518,-0.20003597648423407,0.037605922704869725,-0.45201981293470805
1749834,-0.2628244533489339,-0.24446223691369667,-0.4268691715560192,-0.03183485792373107,-0.44277697595317833,0.20632471385323145,1.5989415847265327,1.5718277285848536,-0.25140377434620265,0.07814751912136993,-0.20284860959261672,-0.5006562126230778,-0.11251603219562062,-0.09760204335365287,0.09848901909454431,0.19261177577910138,2.2377051710342912,0.6086183448150196,-0.02523677572257834,-0.24842505883050223,-0.8032945453093118,-0.5739666419698825,0.3824471811885418,0.3130957111624189,-0.5091959130704622
1763425,0.9034045769738194,-0.4206289008843826,0.5309514304695678,-0.3585371251673712,-0.4349794695321037,0.07029996688735723,-0.2047935182533479,-0.14625882311484945,0.3975619833737051,0.021774497869453843,0.3633638771744213,0.49997667277418245,0.08702566384930782,-0.09297487149762519,0.4465101544999262,1.9980325419692058,0.5502560383679803,-0.7374223924058938,-0.6623039851329915,0.21622860072122235,-0.8095527465787146,-0.3478827992746672,0.34972284944740173,0.3079037631102459,-0.6283127883535217
1785582,0.9760991786734559,0.5994027562504336,0.11772363994460787,-0.43703260036184277,-0.9670774581500313,1.5045788966568574,-0.9756820265681296,-0.8805439900080938,-0.44551331657423376,0.6073285025837798,-0.39716346962416393,-0.2288186885244771,-0.47532796240961767,-0.09297195273078335,0.43711893786606054,0.13661666302770167,-0.9192185634221998,0.12168244172336048,-1.1202612021319605,-0.21249348664011694,-0.2214164887269683,-0.5244763973142348,-0.11147660229817384,0.4436599132633566,-0.030346074433521227
1786828,0.9683075075414713,0.30790750519891663,-0.4443534771927805,0.5383255305166408,-0.9867607001356442,0.1204815652429841,-0.9778232416888053,-0.8825831305814317,-0.26713261078022793,-0.12185345918660527,-0.21827691876012292,-0.16480799207872815,-0.572587115862521,-0.09718626810457211,0.26206489338630923,-0.5802242514706317,-0.3546547919999834,0.11392028728047489,-0.1517810618789434,0.24989182139602595,-0.8075438011774647,-0.7685924961866175,-0.7413733331707385,0.8053704375792696,-0.6807242134777247
1823737,0.765297770456964,3.1349355487198114,1.3048716117624002,3.151520687010463,-0.7505820019492526,-0.6616863466439227,-0.9778234432284594,-0.8825838984606663,-0.43840137893562514,1.372466118677853,-0.2937020034323927,-0.31030330464764827,-0.4222758257708645,-0.0979935026148178,0.2822860196309602,-0.9187579030075533,0.7939956929610551,1.2769499439258412,0.07911733155437845,-0.28517126754559197,-0.22085167532097072,-0.5352206530419691,-0.21344815511978546,0.02325744419496299,-0.4275157700191806
1852075,-1.2226710807165702,-0.9328628247784004,-0.7825526668620486,-0.8722395679045265,0.30314766428962503,-0.7552007100913608,-0.9778219030607442,-0.8825780303211621,-0.4323112455895916,1.2846176784742036,0.04692748984859612,-0.16583695990629824,-0.655840794306066,-0.09586020600179977,0.7342299743118585,-0.840813792757179,0.9934213650160482,0.025056260541223854,0.8239607727560413,-0.4931088088483917,-0.22167214579042757,-0.7798504739270032,0.10574320466041466,0.4962246956590835,-0.10523433602748046
1862840,0.9220868739583712,1.1706162039002057,0.5201359222587079,0.07021723481307494,-0.7941185127706037,-0.29146196096378907,0.32898464724157706,0.35459677582083104,-0.43554925619522544,0.43856753275690213,0.02783853369510881,0.19080979544712937,-0.09461180275953582,-0.06557706260015571,0.008496305932085373,-0.5093198275178936,0.48805841337006295,1.1605831524376335,-0.2973242563478734,-0.12715233276297594,-0.22223754594701187,-0.34668806327972923,-0.07412940199324114,0.06934711006837642,-0.07661357652044438
1866875,-0.2763260666995821,0.20593054964870738,1.3918577313655363,0.4819096604569785,1.4827920492369295,-0.5468368090318089,-0.7872934324536,-0.5442209971282597,-0.43149087574601114,-0.10509825022664843,0.10301068323161178,-0.334791966312721,-0.5703903815136288,-0.09623137397261085,-0.35546025475663284,-0.46243966740857007,2.4359452868521503,0.1358814739977618,-0.005073869532599456,-0.19370674406563873,-0.2209873866726871,-0.42723548493356467,0.20007147653519175,-0.26975904681967305,0.06864765213282908
1882825,-1.1354999105223893,0.0921665932547247,-1.171546103991737,-0.03800870149136426,0.04035194524064409,-0.0888216165515079,-0.9778218937003582,-0.8825779946574809,0.47081681890984795,-0.6125493680272056,-0.28294467416647645,-0.2802672500402653,-0.5035762978534737,-0.09802611537438734,0.4077070981076646,-0.7625252368684361,-0.07100868823881988,-0.10855324507394111,-0.19948984643581696,0.22054517164919565,-0.8015750614382604,-0.7664591042427549,-0.4218051805870567,0.4225794435363423,-0.43772578790076955
1887594,-1.277107730776454,-0.7207530333707474,-0.7525589525070152,0.3581182595528612,-0.8620906778002344,-0.5089950623552159,1.0957861100445505,1.0925632592280081,-0.003722989508762884,0.722790112151129,0.26447133728731476,0.4502981285075445,-0.27513619788304433,-0.0898426640089263,0.19454010988217996,-0.03644645504058906,-0.13686068461695997,0.5522092190650747,0.4168484017962471,-0.2215912788475103,-0.8031809146348673,-0.7997416347252772,0.19665778141570345,0.0923098025541373,-0.44566691291954486
1899144,-1.566945895285223,-1.3123918384102022,-3.8792522838196293,-1.3677548375909703,-0.07214852409464229,-0.26938957445553446,0.5750065292597538,-0.09922790120514548,-0.42992780066173203,-3.495609419958889,6.567448775105902,1.0058407852453488,0.04172010180502615,9.467718819263142,-4.800110571063781,1.0774861179392077,-0.12964439997016006,-2.565830485658331,6.419728840374381,-0.8520431771342041,1.7810896016964763,-0.3062102877419637,2.5980906023576793,-3.803141598593711,0.3269066471348671
1900711,-1.1557382373928338,-0.19839689744504987,0.5414137885592066,1.1623263496315284,-0.6225720808143438,-0.6957869927332833,-0.9778233031156308,-0.8825833646216458,-0.14430746365194005,0.8092451630640178,-0.184336936279824,-0.32401940486238795,-0.6817905990958195,-0.09819073437156527,0.246124981830723,0.20682976800960506,0.3572086206171992,1.0441980102966497,-0.05984387575261158,-0.23141604923091,-0.8077196970893618,-0.7733621236799526,0.10502310711242442,-0.12164415060751056,-0.03065681410910416
1914087,-1.3083226808134827,0.7428249684047757,0.6672937733034915,0.47277349779468175,-0.9369881367750008,-0.5601266594058599,0.02711479768610314,0.07463617891599152,-0.40621559307422195,1.212819391482806,-0.12946545805949997,0.0024818535831000526,-0.5188867820589053,-0.08814364098733439,0.2833317608333715,-0.5053094684274297,-0.21904886204038398,1.0938404306099558,0.1284287541801856,0.34594899522101874,-0.2232407000190869,-0.5291277822909816,0.9206846596029309,-0.32555140325101023,-0.2978929343079236
1916533,-0.3352139488139974,-1.286216079102813,-1.447221396072074,-0.8551792359276967,-0.47505455977809236,-0.45961912238321684,0.8366485589577731,0.8457308095275413,-0.3741503091538258,0.9104847237243453,-0.3734677265379351,-0.26128536239857897,-0.6089212070964399,-0.095437377418781,0.5397019262178038,-0.29183547134364674,-0.11783751275627359,0.4068811328578108,-0.06773721412397538,-0.12628415816653593,-0.2228556878031405,-0.6563230840518021,1.0138462704517548,-0.20358272596643384,-0.27890328752383353
1917045,-0.7486984052718335,0.5432967353959567,0.009685213282538806,-0.7385222529047848,1.8103507332107616,-0.04380473712662168,1.0862183251790518,1.0834514059037998,-0.2591793750461488,1.3580554821597084,-0.158912000354205,-0.7033287761947054,-0.6944468681479817,-0.1012745212943047,-0.48456653034793973,0.7492241847531865,1.8439895633760806,-0.08254332764231594,-0.15146184991675518,-0.08497541880690493,-0.8111050596029339,-0.7116831246072269,-1.1221733871647404,0.9193665671948186,-0.5091959130704622
1917576,-0.1349590225018724,0.12649727867972546,-0.08199110258407391,-0.08613446349811055,0.08544647576952245,-0.6618557837600803,-0.9778232735547261,-0.88258325199267,-0.42380001999727185,-0.4580503443752234,-0.6767961798314961,-0.9980587794981457,-0.20623559841653105,-0.13833506652490943,-0.005946268777217293,-0.08975291691488375,0.09993925776150164,0.9895491287720789,0.11336699933895725,0.30165365416627576,-0.21785310143329786,0.661679942325606,-0.9432762151813504,0.5666199760164976,-0.4275157700191806
1946620,1.0966700659803563,-0.023721581820531797,-0.2715634675411999,-0.9399680960105982,-0.9607884044863452,0.6126535696138264,-0.9778227601724936,-0.8825812959728613,-0.4124966433897363,1.55794288593837,0.2057476179867183,-0.2869664638652908,-0.5528865841545341,-0.09630771419112974,0.32693043921397313,-0.4947106647561974,0.5106006010679902,0.04045270829562738,-0.7034967555189865,-0.9220516466293532,-0.21472629541382723,-0.6411537068831787,-0.1677208029189747,0.3157660161642773,-0.6235481133419705
1946686,0.59575408029839,0.48421543270856565,-0.12315387043700773,-0.4466559681800587,-0.6993958786318355,-0.49146565798621883,1.3126342029643319,1.2991147295678045,-0.42565520825538217,1.3745091337124191,-0.32828797110996666,-0.4402502969106444,-0.6704421336433799,-0.10027138324260317,-0.02848684266573709,-0.6262128490569681,-0.7322334737950106,0.8027747202068358,0.45386448554887043,-0.07734545098850143,-0.8053386462390284,-0.8241391416290869,-1.3038637556982968,1.1661613784814038,-0.5409604131455635
1972723,0.23453176460503655,-0.7980689415734958,-1.1377508840425223,-0.24417338754960335,0.7361956444506433,-0.3058566348776658,-0.8529565884002924,-0.7636454845212008,0.8971156009032741,0.7982611419936373,0.07635571269757568,0.2870773530880471,-0.009732107682576825,-0.09951617153849447,0.35167661818271634,-0.49387115313140895,-0.2857686104217785,0.32900423708008003,-0.40329047450494254,-0.5772716558810035,-0.7993606795278245,-0.33300248592182086,1.0573819234338082,-0.24613499874087275,-0.5627985069477317
2041926,1.015792885960845,0.04849329198821719,0.6578341082615625,-0.9259101510743909,1.6555185739318152,-0.5800923907141461,0.41578184362436293,0.43462158952014907,-0.4015328065578547,0.3001711819757519,-0.5434006441712469,0.7232987208815589,1.3225519982363416,-0.08949665777050196,-0.48617854967424257,-0.7635669567839339,-0.08698765986610645,-1.26894394085051,-0.18790666791981966,-1.010911546703002,0.6516247342706097,-0.5038511070928589,0.16233468572330098,0.5891902219986408,-0.3611506537902824
