,Coefficients
wavelet-HHL_firstorder_Median,-0.058846003547072964
exponential_glszm_GrayLevelNonUniformityNormalized,0.006572334794395263
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.009509122935491955
original_shape_MinorAxis,0.018076426866323065
original_shape_SurfaceArea,0.13846818101657804
intercept(non-feature),0.43434343434343436
