3,original_shape_SurfaceArea,original_shape_Compactness2,original_shape_Maximum2DDiameterRow,logarithm_glrlm_GrayLevelNonUniformity,wavelet-LHL_glcm_InverseVariance,wavelet-LLH_firstorder_Skewness,wavelet-HHH_firstorder_Skewness,wavelet-HHH_glszm_GrayLevelNonUniformity
1234026,-0.6734908742359281,-0.40377191681107805,-0.9653318617054529,-0.5012611255011186,1.3999568368203426,-1.019032518017521,0.5021364930719263,-0.5789144629623361
1290264,-1.2270650196041135,1.561622416522105,-1.4854278263070353,-0.49763382735471995,0.37049322647288513,1.360095495388576,0.4083098920515685,-0.47993243141934905
1299628,0.14673299209105506,0.5355501257716377,0.23569801383439073,0.1620848739168304,0.6331106806195675,0.0789170077007073,-0.2752132667042935,0.08240026951994257
1313585,-0.6389177192263206,-0.13781306875415075,0.28478818361854047,-0.2173329634909539,1.1964203656204964,-0.9946771389239953,-0.16356569786782138,-0.4182479769795952
1319491,0.004076571382144874,1.2069256424964898,0.184668284228408,0.04239244574114284,1.2239661340504582,-0.07689813932905479,0.09494531281010891,0.1577778903797037
1319857,-0.16424221039306572,-0.006590043558531955,0.11897600683389564,0.1366177395983201,1.2254271536571584,0.6605937672353475,0.045742144584070506,-0.5728894697379908
1345116,0.05407063684418085,-1.3634672597370325,0.022712730014008784,-0.6337390982204434,1.2467799236816153,1.682109408254692,-0.13511663336017218,-0.21741486950162103
1347742,-1.0162413074222751,1.5553649861098489,-0.6562102052569633,-1.0206188762283952,1.521064051919043,1.3204213079724922,-0.0314386532511157,-0.629122739831679
1360543,1.9735512158972843,-1.5202203331554962,0.7460492487137187,-0.656471266887949,1.204137413879964,0.2537026698023042,-0.510711933606179,-0.25507107715377886
1361111,0.21924119587437324,1.042775374706635,-0.13488557872286194,-0.018835459953137033,0.5814448995531644,0.6086081037517329,0.6665282545522337,-0.5789144629623361
1404820,0.8993424240488651,0.05010669187474818,0.6131952638751882,1.834102680457989,0.34070774413332305,-0.6161213306484334,-0.2812521305999138,-0.2799821068312675
1412799,-0.19404359719960873,-1.497788139793222,-1.0054785997550197,-1.1921725755331283,0.2685982904022937,-1.5411858225217778,0.9447605716232133,0.32727708550768947
1422362,0.692451262121518,-0.9634284463501916,0.17436458532431776,0.8727733281155127,0.4386784788230883,0.8852058104498709,0.03207494121931609,-0.5143609641299793
1474840,0.3735809707113973,-1.5043201843024758,-0.45757437689273295,-1.0738303561829023,-0.11230820047894861,0.43751011677713686,0.4282431546056889,0.26504804946371985
1476232,-1.4798137395044708,1.8335833170201337,-2.153658240904958,-1.0412992236168248,0.7347695826007737,0.5116887119320964,0.10970572618788273,-0.5487894968406098
1487216,-0.0781216367466454,0.17254255444000158,0.08527628715285432,-0.3261634818573396,0.9298321024197626,0.08962941204901072,-0.7125549888541429,-0.4443562809521596
1494519,-0.9795567366223977,0.8340773658124291,0.012632786759840125,-0.9535815386586913,0.6133311112369562,1.453378327994608,-0.01102940940082516,-0.4566425416444932
1503424,-1.1646207891922333,0.7938040506595405,-1.0707142814104993,-1.3074830362453902,-1.3090897968596629,0.10499807301710391,-0.9261772529315232,0.23332283115157315
1506433,1.3339469242839923,-0.1287089730488483,1.2883226502119747,1.0756158947209231,0.7021637587504259,-0.34657947649270404,-0.19800724114089802,-0.5597440299758926
1513571,-0.24767414757228995,0.9871949382406398,-0.4040127805692934,-0.6812541875145505,0.663126673462893,0.8401225107367657,3.2507679471628905,-0.22745652487573054
1520407,0.40869601350391377,-1.381397040077526,0.4043300873888587,-0.4819906650773409,-0.2526205674713123,-0.39918936795454635,-0.8449170106882515,-0.21483272954815802
1571633,0.4347207118417084,-0.736630360670014,0.5066673857905355,0.44149094903412067,1.0735795947490492,-0.654174399985644,-0.005594914843738179,-0.4659458400058626
1584572,-0.1468018192854208,0.4158740249701623,0.17113575584382243,-0.14571535293525795,0.05948413294750033,0.6018393420172509,2.5718146141481633,-0.20523669170800093
1623338,2.130762379374318,-0.7168536812934937,1.5276271500223182,0.8031554467250571,0.45769975362910253,-0.39203835712520096,-0.10393766936325653,0.8457853679545044
1635671,-0.3229629539878076,0.537286364257904,0.08758053680377687,-0.2975049769373399,0.8388690035124583,-2.994708506505578,-0.8208007340434658,-0.34634972450260937
1649096,0.3767856971874912,-1.7729831347915235,0.7112457996026045,-0.855251838050051,0.34255736258687236,-0.21030516116861936,-0.22783652861489934,0.006070344286259729
1658208,1.2989643575515586,0.5351988157080824,1.5196455118837868,2.2658138250331366,0.6339830696868161,0.37126696748346666,-0.3851459545809554,-0.3954260329484591
1665919,-0.6073734695794641,0.8435433829798711,-0.4703153586516679,-0.7909707159258025,0.0677965592104616,-0.7958612970454689,2.9114257815840885,0.06174314989103387
1734265,0.007139632922908496,-0.45656401645830313,-0.05514946656512063,-0.0322465084250068,0.8317741938277856,-0.836141822440096,-0.1256710588363116,-0.563851979901473
1738377,0.6752394965018953,0.9839315037794193,0.9091100033326859,1.0762084296838148,-0.41124352212289983,1.2029705033548441,-0.058337635795712606,-0.5728894697379908
1746937,-0.14809314608064075,-1.1409564596066886,0.13760969359762984,-0.7579325420110761,0.04141348088849823,-1.768917821173441,-0.18246087468708574,-0.37351696667789364
1748605,0.3592510486659723,0.031065675881531963,0.6089797753176417,0.24136735081374439,-0.022183226804704855,0.46592384651158913,-0.1799173768654195,-0.5789144629623361
1752507,-0.06363660464700922,1.122959491962711,0.13753148262138315,-0.1421534578836673,-0.3199557912801817,0.020218220369955738,-0.638234424696395,-0.5728894697379908
1763425,-0.6424717332955182,0.8241214368818763,-1.1530109177342946,-0.4774851603188331,-0.0006795776859681045,0.6171059434148072,0.11450807585758228,-0.5287061860929931
1785582,0.27174708518464386,0.8957485757949375,1.0165131759616512,-0.5506139358511779,0.5831708767484993,-0.8415003883771907,-0.3444328776852525,-0.17836398749186433
1786828,-0.1735674438923014,0.8880713191969647,0.1808331510292967,0.35805940665613156,-0.14388967841371514,-0.28111214437922083,0.15054407925293806,-0.5487894968406098
1823737,3.7139618584749265,0.6880426196941135,3.296901513159997,2.7925916080091424,1.346082480571231,0.8590428935772274,-0.42223341806661036,-0.05531386132137382
1862840,0.6643536209819233,0.8425293990969612,0.47391029219602976,-0.07804453941878255,0.41490088263874286,0.5553683335684955,-0.2530763749730183,0.36086634291430386
1875022,-0.33019702885075014,0.29568364453010715,-0.014141390424379546,0.08991139763919949,0.015340983051311877,0.4179036465907651,-0.13320810612576678,-0.4443562809521596
1882825,-0.1874982192248424,-1.1848433492486607,-0.35447364314688923,-0.1788711180614022,-0.6331580073110469,0.0004361058798452762,0.11912890421264126,-0.2776648017450735
1887594,0.18934292625425742,-1.3243717705532156,-0.5610514635271717,0.19017282421354462,0.698296574246752,-0.06492884752682389,-0.3541719360493637,-0.3680397001102523
1899144,-1.1371369267247895,-1.6099538906307798,-3.0309224947565263,-1.4177031202999186,-3.5078303824122847,-0.05776593469729093,-1.0290618096814663,0.6326969793504199
1914087,1.8861321667409676,-1.3551283537133336,1.3823787226143718,0.29698913636683605,1.1869002130581296,-0.14650915918529483,0.2533719303235462,-0.388123010857869
1917576,-0.2721920307711576,-0.19899461359486123,0.5698320686916819,-0.22370654377728183,-0.4791084671445522,0.1701197167017957,0.20595439187506634,-0.4708189962901887
1946620,-0.7053268671667012,1.0145489748903989,-0.7429043087487099,-1.0191639621734185,1.531019640901849,0.577743798696361,-1.104004889810432,-0.5487894968406098
1946686,-0.2064299246497326,0.5209885446611677,-0.44476325516868886,-0.5595793584223514,1.3481195518690865,-0.655898245033814,-0.1997588098453163,-0.5487894968406098
1964559,0.5853890040084342,1.0304038313117418,1.184210538365403,0.4461111464156922,1.4027936070060798,-0.22562602872134618,-0.3351887233475724,-0.5487894968406098
1972723,-0.679039056346583,0.16507049325522877,-1.6195652347992289,-0.37094041902553165,0.7735480364781189,-0.21273544668023617,-0.7349227678921985,-0.47347708153629414
2041488,-0.523202250095215,1.2099976699142279,-0.820833149328047,-0.5521443028100129,-1.2636405359819185,-0.6011740487414647,0.378142522821555,1.1668273237917004
2041926,-0.7901282846554835,0.9348594123546545,-0.8194265850143851,-1.0060671524893061,0.2769071678915134,-0.015424684883527702,-1.1991281607445687,-0.07662676252322129
2043090,-0.8439416329887001,0.23328052866370266,-0.5633353306807697,-0.4568164992919754,1.428032458699201,0.19866093487161024,-0.12095529030542455,-0.3014476697361955
2069266,-0.5034444635627108,1.58270587166026,-0.361560976593598,-0.3191560487973699,0.9022037675438207,0.12732206087738293,2.5673755792232855,-0.46000012300793147
2078766,-0.7246510284362052,0.6240036458536161,-0.740529177935749,-0.06715798701347366,-0.7667778075933,-1.2834984655161417,0.7552857987882367,-0.4885395645971573
2087925,0.6707015215853409,-0.3193786744567375,0.5444032918273612,0.7898550043571535,1.0822680105307831,1.171611203474845,-1.7343093698313516,-0.41257225872482095
2088610,1.6442483575540527,0.18170500285845498,1.7638020483561867,0.6006438918127414,0.22437727890780385,0.26317015743907696,-2.8072540086758,0.4500647517578025
2162482,2.0223348141872917,0.8446164799120003,1.6623717644269542,2.6042975619791298,-0.45551416345116486,0.183940815027979,-0.17195139884788938,1.7865618591443804
2201121,-1.0397961158145348,1.5437087500858169,-1.3819185662510918,-0.809540156428889,-1.0955983137839613,-0.31688866979096025,-1.1202451313101447,0.14623650725264223
2202690,0.20886841550029459,0.6341615296975736,0.6878280194750984,1.763228705807173,-0.8835601612266518,0.701761352840702,-0.12232337003216848,-0.5728894697379908
2220159,-0.7149927853647214,0.5929433295410098,-1.3236622327074996,-0.12795783353099352,0.15144436146113163,0.6750340611840169,0.016195495190312943,-0.5789144629623361
